@relation obj6-train

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a6 numeric
@attribute a7 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a10 numeric
@attribute a11 numeric
@attribute a12 numeric
@attribute a13 numeric
@attribute a14 numeric
@attribute a15 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a20 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a23 numeric
@attribute a24 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a29 numeric
@attribute a30 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a35 numeric
@attribute a36 numeric
@attribute a37 numeric
@attribute a38 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a41 numeric
@attribute a42 numeric
@attribute a43 numeric
@attribute a44 numeric
@attribute a45 numeric
@attribute a46 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a49 numeric
@attribute a50 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute clase {false,true}

@data
0.003317,0.006937,0.003304,0.002038,0.00193,0.001182,0.000908,0.000885,0.000684,0.000576,0.000719,0.001051,0.001328,0.001032,0,0.001006,0.001045,0.000475,0.000446,0.000534,0.000671,0.000781,0.000915,0.00126,0.001279,0.00151,0.001722,0.00486,0.013724,0.013952,0.015781,0,0.001784,0.002031,0.00235,0.002292,0.001048,0.000941,0.000059,0.000007,0,0.000003,0,0,0,0.136452,0.119381,0.132014,0.601928,0.010226,0,0,false
0.000033,0.00026,0.000433,0.000505,0.000739,0.000684,0.000641,0.00068,0.000413,0.000452,0.000475,0.001169,0.001312,0.000537,0.000479,0.000394,0.000443,0.000381,0.000319,0.000472,0.000641,0.001227,0.001514,0.002988,0.004469,0.008024,0.012718,0.009105,0.014954,0.014997,0.006878,0.001279,0.001413,0.001751,0.003073,0.005052,0.002461,0.000785,0.00016,0.000137,0.000091,0,0,0,0.48142,0.332731,0.185849,0,0,0,0,0,false
0.021318,0.023958,0.01293,0.011644,0.014945,0.010326,0.010798,0.010801,0.007529,0.005514,0.005169,0.004587,0.003773,0.003936,0.005511,0.006439,0.007523,0.010951,0.011937,0.009701,0.007119,0,0.003828,0.002656,0.00249,0.002393,0.002376,0.003493,0.006478,0.006458,0.006338,0.000895,0.000514,0,0.000684,0.000576,0.000423,0.000355,0.000205,0.000257,0.000231,0.0004,0.000465,0.000811,0.292677,0.0729,0.010549,0.194019,0.134832,0.295022,0,0,false
0.25474,0.103903,0,0.040986,0.023799,0.021156,0.010348,0,0.006442,0.007021,0.007155,0.005251,0.004613,0.007458,0,0.007041,0.007135,0.006064,0,0.005911,0.006449,0.007607,0.006634,0.00624,0,0.007093,0.006286,0,0.00832,0.008135,0,0.000098,0.000212,0.00013,0,0.000146,0.000658,0.002292,0,0,0,0.000023,0,0.000003,0.216605,0.357519,0.049044,0.13046,0.084261,0.089982,0.04352,0.02861,false
0.00332,0.011064,0.011725,0.011813,0.012214,0.006156,0.006247,0.005,0.004567,0.004668,0.006074,0.006576,0.008278,0.005465,0.003457,0.002363,0.002497,0.003118,0.003838,0.004095,0.004645,0,0.004014,0.00444,0.004635,0.004857,0.005169,0.005452,0.002096,0.001969,0.003174,0.000127,0,0,0,0.000003,0,0,0.000007,0.000007,0.000013,0.000003,0,0.00001,0.163849,0.298769,0.062445,0.26258,0.197374,0.004874,0.005945,0.004164,false
0.000003,0.000007,0.000036,0.000133,0.000094,0.000107,0.000173,0.00013,0.000225,0.000277,0.000352,0.000505,0.000485,0.012005,0.02276,0.014652,0.007493,0.016182,0.013333,0.013721,0.008477,0,0.008428,0.006826,0.007399,0.006986,0.008001,0.012204,0.000391,0.000391,0.000277,0.000231,0.000335,0,0.000391,0.000355,0.000433,0.000426,0.000397,0.000277,0.000335,0.007624,0.004466,0.003649,0,0.477966,0.43857,0.083464,0,0,0,0,false
0.000003,0.00001,0.000003,0.000016,0.000029,0.000078,0.000101,0.00014,0.000052,0.000107,0.000065,0.000085,0.000072,0.000482,0.000384,0.000387,0.000361,0.00098,0.002933,0.006969,0.007829,0,0.010007,0.010234,0.010456,0.011289,0.012041,0.01307,0.001914,0.001683,0.001439,0.00418,0.026673,0,0.001393,0.003499,0.002223,0.000374,0.000033,0.000049,0.000026,0.000013,0.000013,0.000016,0.142399,0.213468,0.644132,0,0,0,0,0,false
0.000628,0.001263,0.001061,0.00126,0.001296,0.000775,0.000651,0.000501,0.0004,0.000537,0.000524,0.001051,0.001198,0.003145,0.002865,0.002679,0.003311,0.002422,0.001878,0.001963,0.002256,0,0.002897,0.002995,0.00363,0.003395,0.003717,0.012715,0.007617,0.007389,0.008031,0.00264,0.000853,0,0.000684,0.000869,0.00029,0.000199,0.000107,0.000078,0.000033,0.000016,0.000013,0.000023,0,0.000265,0.387335,0.6124,0,0,0,0,false
0.803005,0.143734,0,0.01957,0.005446,0.001878,0,0.001354,0.001426,0.001751,0.001201,0,0.000716,0.0004,0.000339,0.000241,0.00028,0.000238,0,0.00013,0,0,0.00016,0,0.00013,0.000169,0,0.000068,0.000023,0,0.000026,0.00001,0.000003,0,0,0,0.000003,0,0,0.000003,0,0,0,0,0,0.242749,0.303964,0.271981,0.093947,0.027984,0.01929,0.040085,false
0.050648,0.036549,0.024561,0,0.025085,0.028708,0.024899,0.02597,0.025384,0.022415,0.019535,0.016117,0,0.007357,0.006751,0,0.005983,0,0.013711,0.012389,0,0.008874,0,0.010827,0.011175,0.011855,0.011842,0,0.000742,0.000729,0.000697,0,0.000111,0.000163,0.000182,0.000251,0.000303,0.000166,0.000078,0.000016,0.000007,0,0.000003,0,0.02491,0.125228,0.39565,0.389138,0.065074,0,0,0,false
0.000221,0.001377,0.002549,0.002936,0.003161,0.001768,0.001364,0.001709,0.002295,0.005339,0.007412,0.009665,0,0.001878,0.001354,0.001107,0.001061,0.001143,0.001644,0.002614,0.002487,0.00279,0.002712,0.003314,0,0.003118,0.003337,0.005537,0.000983,0.000954,0.000443,0.000576,0.01807,0.032015,0.029928,0.005752,0.001146,0,0.000003,0,0,0,0,0,0.632887,0.126886,0.183408,0.050123,0.004925,0.00177,0,0,false
0.00154,0.004382,0.00387,0.003958,0.004134,0.002093,0.001865,0.001732,0.001722,0.001423,0.001367,0.00123,0.001344,0.002376,0.002354,0.002152,0.002135,0.002305,0.002604,0.00236,0.002129,0,0.00251,0.00235,0.002432,0.002533,0.002822,0.004941,0.006673,0.006152,0.011676,0.007383,0.002015,0,0.000326,0.000244,0.000251,0.000127,0.000137,0.00014,0.000225,0.000752,0.000482,0.000745,0.120406,0.223763,0.128907,0.246513,0.103861,0.085927,0.090498,0.000124,false
0.000365,0.001784,0.003164,0.004997,0.004821,0.003402,0.003835,0.004202,0.002852,0.002425,0.002171,0.002168,0.002067,0.001283,0.001217,0.001169,0.00126,0.001966,0.002591,0.004163,0.004414,0,0.003294,0.003359,0.003258,0.00334,0.003109,0.005277,0.00223,0.00221,0.00389,0.001204,0.002474,0,0.004023,0.00526,0.011927,0.01418,0.002972,0.001045,0.001009,0.00249,0.002871,0.005446,0.214482,0.356964,0.309265,0.119289,0,0,0,0,true
0.000049,0.000251,0.000299,0.000498,0.000615,0.000677,0.000622,0.00096,0.004759,0.013083,0.019193,0.015228,0.008324,0.000918,0.001048,0.000853,0.000671,0.000664,0.001094,0.000915,0.000876,0,0.001094,0.001051,0.001016,0.001133,0.001185,0.002516,0.005954,0.006488,0.007708,0.004209,0.005205,0,0.008447,0.010973,0.011491,0.005039,0.000827,0.00071,0.000583,0.000882,0.001084,0.001891,0.024441,0.560201,0.159551,0.106353,0.149455,0,0,0,false
0.000003,0.00001,0.000023,0.000013,0.000026,0.000026,0.000023,0.000029,0.000029,0.000029,0.000046,0.000072,0.000052,0.000228,0.000247,0.000244,0.000433,0.00126,0.002633,0.003014,0.003421,0,0.003438,0.003981,0.003421,0.004036,0.004421,0.005111,0.002067,0.002109,0.003903,0.00904,0.012848,0,0.00374,0.003252,0.002428,0.001491,0.00096,0.000684,0.000589,0.000358,0.000391,0.000492,0,0.28059,0.420176,0.13672,0.061445,0.023912,0.046037,0.03112,false
0.020781,0.025042,0.017048,0.018805,0,0.009089,0.005589,0.004814,0.004834,0.004137,0,0.004492,0.004837,0.004727,0.005397,0.006038,0.007663,0.012113,0.011689,0.012188,0.011895,0.010859,0.009284,0.007884,0.007028,0.00541,0.004183,0,0.002451,0.002773,0.002845,0.005856,0.000049,0.000049,0,0.000013,0.00001,0.000007,0.000013,0.000007,0.000003,0,0,0.000003,0.036988,0.050042,0.752855,0.007123,0.089339,0.063653,0,0,true
0.00014,0.000544,0.001325,0.002041,0.003457,0.003724,0.004274,0.005293,0.006715,0.008604,0.008294,0.006426,0.006221,0.006608,0.005902,0.005667,0.006771,0.014014,0.011351,0.010752,0.009541,0.010173,0.011546,0.011836,0.01498,0.013952,0.014818,0.005693,0.001361,0.001455,0.001484,0.00068,0.00042,0.000413,0.000452,0.00041,0.00043,0.000413,0.000576,0.000693,0.000778,0.002982,0.002799,0.002848,0,0,0.578155,0.420444,0.001401,0,0,0,false
0.000339,0.00153,0.002308,0.003317,0.005303,0.004095,0.004762,0.00529,0.00499,0.005498,0.005277,0.007051,0.006318,0.007135,0.007096,0.006852,0.006536,0.006872,0.006139,0.005065,0.005098,0,0.004668,0.00473,0.004733,0.005508,0.005514,0.007354,0.006048,0.00613,0.009105,0.002813,0.000387,0,0.000098,0.000075,0.000091,0.000111,0.000049,0.000039,0.000091,0.000055,0.000062,0.000104,0,0.045323,0.178627,0.160432,0.423689,0.073663,0.053536,0.06473,false
0.00001,0.001074,0.003444,0.005189,0.002773,0.001344,0.001631,0.001706,0.000804,0.000807,0.000703,0.000602,0.000605,0.000641,0.000563,0.000615,0.00056,0.000866,0.002666,0.003669,0.00613,0,0.007646,0.008301,0.008193,0.006045,0.004079,0.002682,0.00584,0.006273,0.008467,0.019801,0.003949,0,0.002386,0.001755,0.000999,0.000827,0.000345,0.000228,0.000059,0.000003,0.000029,0.000215,0,0.084958,0.915042,0,0,0,0,0,true
0.00002,0.000078,0.000156,0.000426,0.000651,0.000869,0,0.001481,0.002956,0.003691,0.004105,0.005534,0.006842,0.014801,0.020495,0,0.019085,0,0.019469,0.018304,0.020085,0.02002,0.017946,0.014798,0.013454,0.012526,0.011042,0.001934,0.000026,0.000094,0.000111,0.000137,0.000153,0.00012,0.000182,0.000195,0.000218,0.000166,0.000173,0.000176,0.000212,0.000498,0.000527,0.000752,0,1,0,0,0,0,0,0,false
0.000189,0.000586,0.000872,0.002038,0.00333,0.003073,0.004264,0.004837,0.004085,0.003997,0.004098,0.0036,0.00335,0.002298,0.002148,0.002393,0.002139,0.002542,0.002419,0.002777,0.002552,0,0.002347,0.002565,0.002939,0.003415,0.003291,0.002819,0.001989,0.002028,0.001992,0.011615,0.015059,0,0.003997,0.001966,0.000859,0.000664,0.000212,0.000303,0.000339,0.000387,0.000387,0.000765,0.370939,0.629061,0,0,0,0,0,0,false
0.000098,0.000446,0.000885,0.00391,0.006595,0.002728,0.003831,0.003047,0.001468,0.001807,0.002347,0.002441,0.002806,0.00193,0.002165,0.001497,0.001569,0.003392,0.002764,0.003411,0.004147,0,0.004899,0.005029,0.006185,0.006165,0.006615,0.01349,0.00915,0.009245,0.004867,0.0068,0.001273,0,0.002969,0.000758,0.000241,0.000241,0.000309,0.000234,0.000443,0.000661,0.000641,0.000996,0.010681,0.367033,0.419091,0.203195,0,0,0,0,true
0.000003,0,0.00001,0.000013,0,0.000033,0.000039,0.000062,0.000075,0.000117,0.000127,0.000127,0.00016,0.001784,0,0.002637,0.002956,0.002354,0.002813,0.003307,0.005003,0.004072,0.003893,0.005085,0.005049,0.005007,0.004238,0.003268,0.00696,0,0,0,0.008704,0.012337,0.007116,0.004746,0.006478,0.007946,0.012298,0.012217,0.004733,0,0.000003,0,0.320897,0.375939,0.303164,0,0,0,0,0,false
0.00012,0.000179,0.000521,0.001094,0.00238,0.003717,0.005153,0.006475,0.005371,0.006393,0.007035,0.005459,0.004987,0.003717,0.003467,0.002419,0.002451,0.015885,0.031823,0.016536,0.010684,0,0.010088,0.011296,0.012214,0.010267,0.007493,0.007786,0.002174,0.002165,0.001797,0.000768,0.000456,0,0.000485,0.000495,0.000495,0.000407,0.00026,0.000339,0.000384,0.007474,0.005553,0.004893,0,0.220148,0.306412,0.230941,0.158875,0.03456,0.019852,0.029211,false
0.005726,0.004352,0.002113,0.001644,0.001875,0.002321,0.003249,0.004323,0.006992,0.007813,0.007526,0.00918,0.00764,0.005033,0.005433,0.00554,0.006354,0.010348,0.009215,0.006686,0.005928,0,0.005374,0.005488,0.00516,0.005303,0.00554,0.00738,0.003626,0.003584,0.002728,0.00168,0.002422,0,0.001764,0.00111,0.001185,0.00109,0.000576,0.000661,0.000872,0.000794,0.00083,0.001354,0,0.637643,0.208799,0.007277,0.029454,0.04456,0.052772,0.019495,true
0.001781,0.011504,0.007923,0.006797,0.008711,0.0046,0.004521,0.003984,0.002943,0.002256,0.001829,0.001732,0.001647,0.001908,0.001764,0.001898,0.002324,0.003883,0.005492,0.006247,0.006494,0,0.005358,0.005221,0.005085,0.005072,0.005605,0.006084,0.010495,0.010046,0.007513,0.001182,0.000908,0,0.000905,0.001325,0.002148,0.002214,0.00083,0.000547,0.000482,0.000225,0.000169,0.000101,0,0,0,0.34898,0.640308,0.008433,0.002274,0.000004,false
0.000094,0.003037,0.00319,0.002982,0.003359,0.003848,0.005573,0.008438,0.007581,0.008555,0.010296,0.010986,0.007718,0.014329,0.011908,0.011514,0.019704,0.03875,0.004863,0.003665,0.003128,0,0.002301,0.001683,0.001605,0.000957,0.000677,0.00085,0.001647,0.001852,0.001803,0.000846,0.000449,0,0.000381,0.000319,0.000348,0.000397,0.000465,0.000534,0.000592,0.001152,0.001546,0.002799,0.099683,0.49898,0.401337,0,0,0,0,0,false
0.000029,0.000078,0.000107,0.000107,0.000124,0.000176,0.000202,0.00027,0.000244,0.000309,0.000449,0.001012,0.001429,0.010996,0.0064,0.005439,0.004427,0.003841,0.012549,0.006579,0.02623,0,0.028128,0.01529,0.017448,0.014014,0.012246,0.006507,0.000605,0.000693,0.0007,0.000231,0.000322,0,0.000368,0.000309,0.000212,0.000124,0.000137,0.000104,0.000104,0.00085,0.000247,0.000332,0,0.53991,0.152869,0.103108,0.057835,0.061575,0.061478,0.023227,false
0.148177,0,0.088854,0.044935,0,0.034089,0,0.024964,0,0.017116,0,0.015983,0,0.01751,0.015518,0,0.012119,0.010316,0.008945,0.009919,0.009225,0,0.012038,0.010537,0.009958,0.008171,0,0.001348,0.000511,0,0.000397,0,0,0,0.000091,0,0,0,0,0,0.000013,0,0.000007,0,0,0.099983,0.231997,0.3439,0.324121,0,0,0,false
0.00001,0,0,0.000007,0.000003,0.000049,0,0.000104,0.000342,0,0.000814,0.001416,0.00195,0.011774,0,0.012783,0.012077,0,0,0,0.008057,0.008275,0.00876,0.008232,0.007575,0,0.005368,0.003558,0.002113,0.002122,0.003001,0,0.004382,0.003262,0.003291,0.003477,0.003275,0,0.000671,0,0.000094,0.000003,0,0.000003,0.493448,0.506552,0,0,0,0,0,0,false
0.000075,0.000286,0.000339,0.000576,0.000993,0.000579,0.000501,0.000521,0.000599,0.000632,0.00068,0.00099,0.000732,0.00262,0.002907,0.003333,0.003831,0.004769,0.00514,0.004095,0.004189,0,0.004749,0.004212,0.003861,0.003682,0.003682,0.004294,0.010182,0.011442,0.014587,0.007552,0.000908,0,0.000433,0.000413,0.000234,0.000208,0.000205,0.000189,0.000215,0.000244,0.000238,0.000417,0,0.221666,0.309233,0.24202,0.129934,0.038376,0.02028,0.038492,false
0.000941,0.005553,0.005622,0.006175,0.009388,0.005094,0.005599,0.005029,0.004007,0.00262,0.002139,0.002132,0.001582,0.000915,0.000928,0.000798,0.000889,0.001094,0.001201,0.001439,0.001751,0,0.002168,0.002507,0.00235,0.00264,0.002533,0.003011,0.009727,0.009561,0.00819,0.010508,0.00208,0,0.001022,0.000677,0.00028,0.000065,0.000007,0.000016,0.000026,0.000029,0.000007,0.000033,0,0.132761,0.367972,0.238509,0.105692,0.039411,0.042027,0.073628,true
0.000007,0.000072,0.000319,0.00125,0.002946,0.004323,0.004896,0.004557,0.003346,0.004056,0.004606,0.006436,0.005785,0.008796,0.008929,0.007054,0.006803,0.005143,0.005075,0.005596,0.004753,0,0.005495,0.005876,0.006146,0.007005,0.006009,0.006198,0.00374,0.003594,0.003115,0.002103,0.002464,0,0.000846,0.000749,0.000703,0.00068,0.000713,0.000723,0.000785,0.002074,0.002793,0.005752,0,0.20848,0.480228,0.145372,0.11171,0.022657,0.021187,0.010367,false
0.000026,0.000352,0.00071,0.001172,0.001387,0.001517,0.001826,0.002256,0.002839,0.00556,0.008714,0.009284,0.007005,0.004977,0.004193,0.00347,0.003359,0.00305,0.002689,0.002972,0.003512,0,0.003428,0.003675,0.003949,0.003691,0.003799,0.003704,0.005273,0.005062,0.00555,0.002858,0.004082,0,0.004023,0.002923,0.00208,0.001016,0.000339,0.000348,0.000319,0.000632,0.001006,0.001396,0.060072,0.126922,0.197462,0.439321,0.163914,0.001546,0.004645,0.006118,false
0.000179,0.00069,0.001126,0.002181,0.001667,0.001579,0.001849,0.001891,0.001764,0.001966,0.002262,0.002956,0.002891,0.002201,0.002181,0.002031,0.002054,0.002402,0.00251,0.002406,0.002578,0,0.002949,0.002692,0.00262,0.002959,0.003454,0.009414,0.008395,0.008011,0.009209,0.002865,0.001383,0,0.000781,0.000547,0.000355,0.000345,0.000296,0.000293,0.000404,0.001107,0.001077,0.001475,0,0.111902,0.093372,0.436439,0.358247,0.000041,0,0,false
0.00002,0.000212,0.00014,0.000329,0.000944,0.001842,0.002891,0.0029,0.002266,0.001673,0.001312,0.001276,0.000928,0.000365,0.000417,0.000498,0.000651,0.001914,0.005687,0.004733,0.003021,0,0.003688,0.004388,0.004111,0.003568,0.003219,0.002891,0.00526,0.0054,0.003092,0.006982,0.0096,0,0.0057,0.006266,0.007204,0.006501,0.003828,0.000091,0.000098,0.000153,0.000081,0.00012,0,0.212768,0.729664,0.010474,0.027335,0.019742,0.000017,0,true
0.007165,0.007773,0.005101,0.005205,0.00721,0.008561,0.010518,0.011693,0.01541,0.018883,0.021025,0.028294,0.024473,0.01902,0.020384,0.019391,0.019476,0.007542,0.003926,0.002233,0.001921,0,0.001107,0.00098,0.000866,0.000892,0.00082,0.000954,0.000231,0.000238,0.000218,0.000319,0.000524,0,0.000645,0.000732,0.000557,0.000501,0.000622,0.000729,0.000736,0.000791,0.000661,0.001299,0,0.28074,0.385932,0.221575,0.009616,0.015433,0.065545,0.021158,true
0.011979,0.017002,0.008411,0.009219,0.014811,0.004785,0.00375,0.003278,0.00307,0.003324,0.003457,0.004313,0.003929,0.008548,0.011719,0.013747,0.017646,0.01569,0.01403,0.010518,0.008792,0.006113,0.005645,0.004167,0.003727,0.002952,0.002738,0.002962,0.003932,0.00432,0.00779,0.000501,0.000013,0.00002,0.00001,0.000013,0.000003,0.000026,0.00001,0.000013,0.00002,0.000003,0.000007,0.00001,0,0.148601,0.293245,0.461497,0.033214,0.058518,0.004925,0,true
0.000098,0.000485,0.000397,0.000853,0.001136,0.001445,0.00193,0.002243,0.002344,0.001771,0.001947,0.002135,0,0.003014,0.003656,0.003805,0.00499,0.009766,0.010527,0.009017,0.009105,0.007764,0.00821,0.006637,0.005863,0.007044,0.007516,0.018695,0.00123,0.001006,0.00151,0.002601,0.000863,0.000677,0.000199,0.000091,0.000046,0.000052,0.000052,0.000046,0.000046,0.000016,0.000016,0.000003,0,0.271104,0.559512,0.046223,0.002942,0.016215,0.009044,0.094961,false
0.00057,0.000911,0.000524,0.000537,0.000537,0.000869,0.000811,0.001058,0.001784,0.00401,0.007923,0.011348,0.009805,0.005736,0.004694,0.004014,0.005918,0.011888,0.011504,0.024456,0.014919,0,0.020807,0.00682,0.007008,0.003014,0.001911,0.000221,0.000231,0.000241,0.000306,0.002188,0.004157,0,0.004736,0.006641,0.00513,0.002656,0.001335,0.001266,0.001217,0.002692,0.001673,0.001624,0.14569,0.509339,0.078382,0.245565,0.021024,0,0,0,false
0.000029,0,0.000257,0.000397,0,0,0.000684,0,0.000947,0.001136,0,0.002002,0,0,0.004076,0.004824,0.005003,0,0.00915,0.010254,0,0,0.010016,0.010046,0,0.01068,0.011992,0,0.006634,0.006888,0.008135,0,0.008965,0,0,0,0,0.008376,0,0.000098,0.000023,0,0,0,0.050449,0.488605,0.275241,0.185706,0,0,0,0,false
0.000029,0.000309,0.000999,0.001283,0.002796,0.00444,0.005947,0.007171,0.008161,0.007077,0.005781,0.005085,0.004001,0.00055,0.00043,0.000378,0.000316,0.000833,0.001423,0.002096,0.001618,0.001318,0.001237,0.001048,0.001068,0.000993,0.000967,0.00151,0.006455,0.00641,0.006068,0.003587,0.00585,0.006829,0.006725,0.006462,0.006068,0.006169,0.004964,0.002122,0.000869,0.000065,0.00001,0.000013,0.354712,0.036017,0.608685,0.000586,0,0,0,0,true
0.000042,0.000117,0.00138,0.014186,0.025238,0.024232,0.030081,0.022331,0.006029,0.004053,0.004033,0.003132,0.002819,0.005837,0.005007,0.001647,0.001325,0.001966,0.002992,0.007363,0.011413,0,0.03569,0.018743,0.015622,0.01333,0.010208,0.003288,0.002715,0.002279,0.001904,0.000866,0.00056,0,0.000537,0.00043,0.000426,0.000449,0.00055,0.000439,0.000465,0.007448,0.005505,0.005277,0,0.537522,0.229098,0.096472,0.044742,0.034924,0.043566,0.013677,false
0.028766,0.04027,0.007982,0.002614,0,0.001602,0.001419,0.001764,0.002972,0.002734,0,0.002926,0.003405,0,0.006224,0.00667,0.007956,0,0.011709,0.011504,0.009837,0,0.006982,0.00556,0.005192,0.004388,0.004147,0.003171,0.005492,0.005078,0.006585,0.002813,0.002197,0,0.001966,0.002005,0.001956,0.002279,0.004141,0.000667,0.000186,0,0.000003,0,0.055661,0.433087,0.355235,0.127241,0.027042,0.001733,0,0,false
0.000098,0.001462,0.001006,0.000732,0.000557,0.000452,0.000495,0.00057,0.000579,0.000661,0.000651,0.000762,0.000524,0.000524,0.000713,0.001012,0.001589,0.007799,0.009261,0.013229,0.013789,0,0.015127,0.014085,0.01486,0.014053,0.012751,0.00944,0.010488,0.009043,0.006732,0.000856,0.000479,0,0.000179,0.00015,0.000085,0.000026,0.000023,0.000013,0.000023,0,0.000016,0.000003,0,0.041064,0.321104,0.471267,0.076463,0.046475,0.011458,0.032169,false
0.000088,0.000339,0.00015,0.000081,0.000098,0.000049,0.000091,0.000055,0.000111,0.000247,0.000238,0.000358,0.000469,0.000833,0.000801,0.000957,0.000934,0.001504,0.003786,0.006592,0.007301,0.007357,0.007376,0.008141,0.008877,0,0.008281,0.008402,0.002897,0.002939,0.003535,0.003613,0.002083,0.003545,0.004131,0.004463,0,0.005518,0.005117,0.006641,0,0.000075,0.000039,0.000023,0.396709,0.012114,0.591177,0,0,0,0,0,false
0.000016,0.000186,0.001289,0.016126,0.031296,0.027552,0.029655,0.019268,0.005462,0.003245,0.003379,0.00277,0.002448,0.002152,0.002816,0.001286,0.001191,0.001576,0.002842,0.010755,0.018522,0,0.028776,0.013665,0.012272,0.011943,0.009258,0.00333,0.002601,0.002178,0.001781,0.000872,0.00068,0,0.000586,0.000495,0.000449,0.000449,0.000459,0.000495,0.000446,0.007734,0.005163,0.006094,0,0.578743,0.162093,0.107685,0.0459,0.038033,0.051355,0.01619,false
0.000306,0.00126,0.001172,0.000889,0.000986,0.001217,0.00193,0.002585,0.002803,0.002044,0.001725,0.001598,0.00139,0.00484,0.005326,0.003063,0.003382,0.007139,0.005498,0.008219,0.00891,0,0.010277,0.011595,0.012972,0.011911,0.011253,0.012454,0.007552,0.008454,0.006348,0.000469,0.000456,0,0.00012,0.000101,0.000091,0.000078,0.000117,0.000111,0.000176,0.000332,0.000417,0.000915,0.46232,0.337141,0.200539,0,0,0,0,0,false
0.000169,0.000583,0.001201,0.002005,0.003587,0.006598,0.009642,0.012913,0.015016,0.014232,0.013001,0.007409,0.00473,0.003001,0.004622,0.006058,0.005798,0.003304,0.003304,0.002904,0.002855,0,0.00264,0.002536,0.002565,0.002529,0.002389,0.002161,0.001719,0.001781,0.001803,0.007962,0.001914,0,0.001182,0.001038,0.000977,0.000882,0.000938,0.001247,0.001344,0.00208,0.003743,0.008112,0.149554,0.064478,0.393511,0.313101,0.073065,0.006291,0,0,false
0.048402,0.030374,0.014596,0.010856,0.012409,0.010817,0.01236,0.013825,0.017464,0.015358,0.013691,0.010212,0.007813,0.00429,0.004616,0.00485,0.004993,0.010391,0.008496,0.008864,0.01082,0,0.016904,0.012721,0.010785,0.007855,0.007158,0.00526,0.000771,0.00071,0.000739,0.000641,0.000413,0,0.000365,0.000309,0.000339,0.00043,0.000505,0.000632,0.001012,0.003193,0.002979,0.007516,0,0.212672,0.265218,0.522111,0,0,0,0,false
0.010986,0.01639,0.01127,0.009574,0.010332,0.00752,0.008115,0.008037,0.008835,0.0075,0.006995,0.005387,0.004766,0.0071,0.006296,0.005238,0.005618,0.005329,0.006934,0.009033,0.009723,0,0.0121,0.010592,0.010768,0.010837,0.010983,0.006784,0.00487,0.005192,0.005273,0.000085,0.000026,0,0.000026,0.000026,0.000016,0.00001,0.00002,0.000026,0.000068,0.00001,0.000023,0.00002,0,0.572732,0.123123,0.151809,0.069046,0.03511,0.020063,0.028117,false
0.016589,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029482,0,0.030859,0,0,0,0.025758,0.028887,0,0.029238,0,0,0.026478,0,0,0,0,0.002321,0,0.000475,0,0,0,0,0.000195,0,0.000049,0,0,0,0.279752,0.045938,0.67431,0,0,0,0,0,false
0.614264,0,0,0.097223,0,0,0,0.019779,0,0,0.007288,0,0.004844,0,0.005117,0,0,0,0,0.002985,0,0.001898,0,0,0.002178,0,0,0,0,0.004967,0,0.001087,0,0.000768,0,0,0,0.001357,0,0,0,0,0,0,0.120199,0.116311,0.295259,0.122953,0.345278,0,0,0,false
0.000007,0.000085,0.000407,0.000837,0.001025,0.000999,0.00124,0.001445,0.002529,0.004701,0.005902,0.007679,0.007396,0.009089,0.007539,0.005508,0.004785,0.002653,0.003083,0.009027,0.007845,0,0.00765,0.005117,0.005182,0.004674,0.003714,0.009395,0.000931,0.000814,0.000687,0.001003,0.001296,0,0.000938,0.000762,0.000511,0.000355,0.000199,0.000228,0.000251,0.000798,0.001774,0.002357,0,0.575912,0.422474,0,0.001437,0.000177,0,0,false
0.000013,0.000059,0.000169,0.000475,0.004076,0.007848,0.008965,0.005391,0.003714,0.005329,0.004421,0.006862,0.00626,0.017435,0.018089,0.015319,0.014906,0.001507,0.001081,0.001413,0.001882,0,0.003962,0.003962,0.004401,0.004801,0.00527,0.009717,0.00443,0.004336,0.004359,0.002122,0.001367,0,0.001042,0.000872,0.000645,0.000658,0.000508,0.000618,0.000687,0.001452,0.001816,0.003607,0.088431,0.330822,0.229698,0.150071,0.132284,0.050184,0.012302,0.006209,false
0.000449,0.000615,0.000798,0.001286,0.001247,0.000869,0.000713,0.00057,0.000426,0.000462,0.00043,0.000739,0.00099,0.002868,0.00319,0.002627,0.003353,0.002907,0.002682,0.001969,0.00221,0,0.002819,0.003122,0.003389,0.003096,0.003538,0.006403,0.008086,0.008102,0.007236,0.004229,0.001937,0,0.001169,0.000693,0.00028,0.000133,0.000107,0.00015,0.000104,0.000055,0.00001,0.000013,0,0.001951,0.313383,0.684665,0,0,0,0,false
