@relation 'obj1-train-weka.filters.unsupervised.attribute.Remove-V-R1-5,8-9,11,13,16-19,21-22,25-28,31-34,36,39-40,42,45,47-48,51-52,55,59-64,66-67,69-70,72,79-82,85,87-88,93,97,100-101,103-104,107,130,147,152-153,158,163,173,186-187,192,198,204-206,215,220,224,229,234,237,239,245,250,252,256-258,261-265'

@attribute a1 numeric
@attribute a2 numeric
@attribute a3 numeric
@attribute a4 numeric
@attribute a5 numeric
@attribute a8 numeric
@attribute a9 numeric
@attribute a11 numeric
@attribute a13 numeric
@attribute a16 numeric
@attribute a17 numeric
@attribute a18 numeric
@attribute a19 numeric
@attribute a21 numeric
@attribute a22 numeric
@attribute a25 numeric
@attribute a26 numeric
@attribute a27 numeric
@attribute a28 numeric
@attribute a31 numeric
@attribute a32 numeric
@attribute a33 numeric
@attribute a34 numeric
@attribute a36 numeric
@attribute a39 numeric
@attribute a40 numeric
@attribute a42 numeric
@attribute a45 numeric
@attribute a47 numeric
@attribute a48 numeric
@attribute a51 numeric
@attribute a52 numeric
@attribute a55 numeric
@attribute a59 numeric
@attribute a60 numeric
@attribute a61 numeric
@attribute a62 numeric
@attribute a63 numeric
@attribute a64 numeric
@attribute a66 numeric
@attribute a67 numeric
@attribute a69 numeric
@attribute a70 numeric
@attribute a72 numeric
@attribute a79 numeric
@attribute a80 numeric
@attribute a81 numeric
@attribute a82 numeric
@attribute a85 numeric
@attribute a87 numeric
@attribute a88 numeric
@attribute a93 numeric
@attribute a97 numeric
@attribute a100 numeric
@attribute a101 numeric
@attribute a103 numeric
@attribute a104 numeric
@attribute a107 numeric
@attribute a130 numeric
@attribute a147 numeric
@attribute a152 numeric
@attribute a153 numeric
@attribute a158 numeric
@attribute a163 numeric
@attribute a173 numeric
@attribute a186 numeric
@attribute a187 numeric
@attribute a192 numeric
@attribute a198 numeric
@attribute a204 numeric
@attribute a205 numeric
@attribute a206 numeric
@attribute a215 numeric
@attribute a220 numeric
@attribute a224 numeric
@attribute a229 numeric
@attribute a234 numeric
@attribute a237 numeric
@attribute a239 numeric
@attribute a245 numeric
@attribute a250 numeric
@attribute a252 numeric
@attribute a256 numeric
@attribute a257 numeric
@attribute a258 numeric
@attribute a261 numeric
@attribute a262 numeric
@attribute a263 numeric
@attribute a264 numeric
@attribute clase {false,true}

@data
0.000879,0.011283,0.009632,0.007503,0.005531,0.003496,0.003708,0.003519,0.003584,0.003262,0.002673,0.002559,0.002624,0.003011,0.002943,0.002718,0.002949,0.003258,0.002988,0.002458,0.002855,0.002744,0.0029,0.002809,0.002969,0.003122,0.002764,0.002633,0.002575,0.002575,0.002256,0.00236,0.002129,0.001882,0.001963,0.002051,0.002096,0.001878,0.001868,0.00179,0.002012,0.001908,0.001947,0.002119,0.001592,0.001543,0.001556,0.001527,0.002201,0.002139,0.002015,0.003568,0.004684,0.005973,0.005908,0.00596,0.006406,0.007038,0.006266,0.005153,0.005332,0.006071,0.005999,0.005029,0.002773,0.00304,0.002816,0,0.002204,0.003092,0.00319,0.003184,0.004069,0.003968,0.00373,0.003034,0.002367,0.002699,0.003037,0.002308,0.001917,0.001878,0.004951,0,0.060265,0.104776,0.326844,0.095351,0,false
0.000186,0.001117,0.001501,0.001927,0.002731,0.005257,0.008503,0.014193,0.019551,0.014808,0.009948,0.007956,0.006257,0.004033,0.002975,0.001924,0.001621,0.00181,0.001647,0.002314,0.00266,0.002819,0.00292,0.003066,0.00305,0.002656,0.002695,0.00266,0.002282,0.002074,0.001361,0.001322,0.001117,0.001156,0.001234,0.001305,0.001367,0.001224,0.001296,0.001162,0.001253,0.00141,0.001413,0.001471,0.001615,0.001755,0.001891,0.002021,0.002152,0.00223,0.002539,0.002734,0.00266,0.002585,0.0029,0.002858,0.003063,0.003464,0.004128,0.006563,0.006354,0.005029,0.004382,0.004105,0.003076,0.00265,0.00263,0,0.001924,0.002174,0.00222,0.00209,0.00193,0.001904,0.002038,0.002197,0.00238,0.003014,0.003096,0.004206,0.004622,0.010244,0.09141,0,0.217017,0.272267,0.001198,0,0,false
0.000143,0.001253,0.000332,0.000192,0.000146,0.000042,0.000078,0.000091,0.000094,0.000618,0.000791,0.00112,0.001826,0.004421,0.004684,0.00487,0.00596,0.007301,0.006051,0.005706,0.005189,0.004668,0.003574,0.003197,0.00332,0.003232,0.002969,0.003952,0.004342,0.005036,0.003714,0.003411,0.002809,0.003672,0.003509,0.004147,0.004339,0.004756,0.004658,0.005286,0.006136,0.006149,0.007741,0.010439,0.03126,0.033522,0.040029,0.048262,0.048428,0.025225,0.023092,0.019616,0.008239,0.003685,0.002575,0.001693,0.001344,0.000755,0.000492,0.000964,0.001009,0.001025,0.001022,0.001221,0.000934,0.000501,0.000469,0,0.000251,0.00014,0.00015,0.000117,0.000078,0.000101,0.000101,0.000173,0.000221,0.000378,0.000452,0.000488,0.000456,0.00041,0.00641,0,0.543263,0,0,0,0,false
0.00209,0,0.00112,0,0.001234,0.004388,0,0,0.004528,0,0.006686,0,0.004798,0,0.004313,0,0.006159,0.008232,0,0.012705,0,0.01431,0.018926,0.023102,0,0.026182,0,0.028307,0.029645,0.030924,0,0.027119,0,0.023083,0,0.019225,0,0.016576,0.014242,0.0121,0,0,0.007145,0,0,0.003763,0,0.003405,0.003034,0.002904,0,0,0,0,0.00248,0.002467,0,0.0025,0,0.004378,0.004779,0,0.004196,0.00445,0.004411,0.004922,0.005228,0,0.005387,0,0.004736,0,0,0,0.006221,0,0,0.006611,0,0.000342,0,0.000029,0.000007,0,1,0,0,0,0,false
0.000443,0.002786,0.008438,0.02207,0.031283,0.021644,0.020596,0.010944,0.006146,0.004717,0.004059,0.003662,0.003649,0.00541,0.007148,0.00929,0.010378,0.010586,0.010423,0.008522,0.007946,0.006224,0.004902,0.005322,0.007354,0.007191,0.00846,0.009368,0.008187,0.009147,0.007451,0.007939,0.005456,0.002809,0.001699,0.000667,0.000365,0.000335,0.000241,0.000293,0.000267,0.00028,0.000267,0.000244,0.000205,0.000257,0.000218,0.000186,0.000293,0.000293,0.000267,0.000247,0.000267,0.000241,0.000267,0.00026,0.000208,0.000365,0.000573,0.004111,0.006224,0.006022,0.006605,0.00806,0.007721,0.005605,0.003382,0,0.000625,0.000742,0.000885,0.000938,0.00071,0.000768,0.000524,0.000667,0.001009,0.001393,0.001738,0.001758,0.00153,0.003389,0.051859,0.277018,0.213696,0,0,0,0,true
0.009046,0.016735,0.008232,0.005602,0.00598,0.005361,0.005007,0.005472,0.004541,0.004313,0.003835,0.003197,0.002923,0.002666,0.002314,0.001735,0.001937,0.002575,0.003434,0.004548,0.005111,0.006169,0.007751,0.007699,0.007438,0.006982,0.006048,0.007096,0.007474,0.007142,0.006585,0.007008,0.007712,0.009225,0.009756,0.010436,0.012298,0.012734,0.013486,0.014993,0.016572,0.01821,0.02013,0.023958,0.015661,0.011152,0.008271,0.006742,0.005459,0.004977,0.005068,0.004375,0.004583,0.004229,0.004453,0.004395,0.004229,0.003717,0.000557,0.001279,0.001439,0.001393,0.001191,0.001051,0.000671,0.000345,0.000352,0,0.000355,0.000547,0.000576,0.000742,0.001699,0.001413,0.001077,0.001097,0.001081,0.00109,0.001051,0.001097,0.000996,0.001084,0.006279,0,0.023788,0.038683,0.028145,0,0,true
0.00001,0.000007,0.000016,0.000107,0.000592,0.002103,0.003239,0.003633,0.006566,0.012119,0.013294,0.015853,0.015329,0.011156,0.008587,0.006374,0.006064,0.005345,0.004678,0.00333,0.003441,0.003421,0.003122,0.002949,0.0036,0.003398,0.004004,0.003962,0.004414,0.004352,0.004661,0.005104,0.008402,0.018678,0.019368,0.021891,0.019163,0.019255,0.018467,0.020713,0.021188,0.017253,0.018691,0.016569,0.016188,0.014372,0.010928,0.00806,0.007288,0.007757,0.007035,0.004886,0.004932,0.003721,0.003193,0.003092,0.003034,0.002861,0.001878,0.000589,0.000726,0.000693,0.000273,0.00029,0.000345,0.000202,0.000182,0.000192,0.000189,0.000218,0.000202,0.000202,0.000218,0.000166,0.000091,0.000091,0.000117,0.000199,0.000182,0.00027,0.000228,0.000436,0.044284,0.180659,0.354192,0.096196,0.10718,0.041341,0.007024,true
0.00123,0.001523,0.001185,0.001563,0.002754,0.004772,0.005169,0.007572,0.00915,0.014007,0.016507,0.014453,0.013177,0.012943,0.011214,0.007848,0.007969,0.007799,0.007734,0.007874,0.008997,0.009131,0.009349,0.009063,0.010563,0.010456,0.011709,0.014512,0.01667,0.017311,0.018203,0.019795,0.020361,0.01874,0.018245,0.019538,0.018626,0.017936,0.017695,0.018714,0.019215,0.016494,0.016953,0.013587,0.004577,0.004154,0.00444,0.004294,0.004154,0.003717,0.003073,0.001396,0.000745,0.000573,0.00042,0.00041,0.00041,0.000339,0.00029,0.000228,0.000234,0.000195,0.000212,0.000153,0.000088,0.000055,0.000046,0,0.000046,0.000033,0.000036,0.000026,0.000016,0.000033,0.000055,0.000016,0.000026,0.000055,0.000046,0.000081,0.000085,0.000072,0.001419,0,0.249485,0.114241,0.028218,0.019921,0.038467,true
0.00125,0.005605,0.00262,0.002201,0.002718,0.00166,0.001523,0.001683,0.00222,0.002998,0.002946,0.003083,0.003753,0.004785,0.005163,0.005693,0.006742,0.007383,0.006758,0.006569,0.006875,0.006686,0.005843,0.006745,0.007998,0.007168,0.00752,0.008721,0.008809,0.009219,0.008327,0.008617,0.00738,0.007272,0.007347,0.006712,0.005915,0.005885,0.00613,0.00569,0.005303,0.005387,0.005293,0.005387,0.008232,0.007393,0.00723,0.006969,0.008503,0.008519,0.008568,0.006953,0.005768,0.005938,0.005423,0.004665,0.004401,0.005033,0.004089,0.003789,0.003285,0.003008,0.00276,0.00265,0.00193,0.00153,0.001615,0,0.001413,0.001152,0.001234,0.00126,0.000934,0.000781,0.000596,0.000394,0.000335,0.000293,0.000319,0.000283,0.00027,0.000433,0.038389,0,0,0.316952,0.165879,0.000559,0,false
0.000003,0,0,0,0.000003,0.000003,0,0.000003,0,0,0.00001,0.00002,0,0.000013,0,0,0.000026,0.000033,0,0,0.000094,0.000176,0,0.000234,0.000358,0.000485,0.000638,0.001208,0,0.002106,0.003366,0.004242,0.005911,0.007184,0,0.007822,0.00832,0,0.008737,0,0.009421,0.010488,0,0.011484,0,0.013698,0.014626,0,0,0.015846,0.016387,0.019385,0.020544,0.022337,0,0.023447,0.02249,0.020452,0,0.001797,0,0.000319,0.000153,0.000156,0.00026,0.000169,0,0.000114,0.000081,0.000065,0.000065,0.000062,0.000055,0.000023,0.000013,0,0.000029,0.000016,0.00002,0,0.000023,0.000042,0.00015,0.522749,0.477251,0,0,0,0,false
0.000049,0.000169,0.001048,0.001885,0,0.001221,0.001276,0.001113,0,0.001406,0.001263,0.001146,0.000693,0.00055,0,0.000479,0.000576,0.000635,0.000931,0.00126,0.001361,0.001702,0.001667,0.00207,0.001331,0.001465,0.001631,0.001087,0.000993,0.001156,0.001331,0.001403,0.001602,0.002227,0.002376,0.002432,0.002454,0,0.002419,0.00277,0.003008,0.002822,0.003187,0.003639,0,0.006784,0.007894,0.007819,0.011826,0,0.014535,0.015964,0.012598,0.009382,0.008786,0.007643,0,0.009001,0.002852,0.002061,0.001885,0,0.001602,0.001777,0.00375,0,0.003727,0.003919,0.004339,0.005329,0.004674,0.00474,0.006243,0.006917,0.008717,0.010814,0.009632,0.007337,0.007096,0.005719,0.000238,0,0.000003,0.374159,0.132814,0,0,0,0,false
0.030495,0.041283,0,0.032282,0.030202,0.010745,0.006087,0.004232,0.004906,0,0.005866,0.005635,0.005807,0.006257,0.004492,0,0.002617,0.002721,0.00221,0.001846,0.001852,0,0.001872,0.00249,0.002702,0.003112,0,0.004655,0.004805,0.006732,0,0.007881,0,0,0.007887,0.010072,0.010101,0.009746,0,0.010335,0.011543,0.011185,0.009242,0,0.005856,0.005254,0,0.005013,0,0.002796,0.002546,0.002148,0.002747,0.003398,0.003861,0,0.004606,0,0.002699,0.004258,0.005417,0.005996,0.008919,0,0.007441,0.007848,0.007985,0.009554,0,0.000384,0.000218,0,0,0.000036,0,0.000023,0.000026,0,0.00002,0,0,0,0.000003,0.000883,0.48842,0.143405,0,0,0,false
0.000007,0.00002,0.000033,0.000055,0.000075,0.000098,0.00014,0.000199,0.000208,0.000267,0.000306,0.000368,0.000488,0.000651,0.000785,0.00083,0.000876,0.000957,0.000964,0.001279,0.001618,0.001686,0.00195,0.002708,0.004499,0.004001,0.004277,0.003447,0.004359,0.004437,0.003285,0.00307,0.00248,0.002809,0.002858,0.003174,0.003096,0.003281,0.003434,0.003486,0.003301,0.003802,0.003916,0.004115,0.005674,0.006185,0.007747,0.007998,0.009079,0.009014,0.008301,0.010931,0.008669,0.007393,0.007393,0.008786,0.009079,0.008298,0.005605,0.0061,0.007816,0.007839,0.008792,0.009271,0.004079,0.004417,0.004303,0,0.001315,0.000921,0.00097,0.001009,0.000785,0.00071,0.000368,0.000465,0.000527,0.000443,0.000537,0.000062,0.000046,0.000072,0.003587,0,0.245468,0.127636,0.045128,0.01563,0.028809,false
0.000521,0.001556,0.002559,0.003704,0.00625,0.006204,0.005892,0.003424,0.001413,0.000365,0.000257,0.00016,0.000075,0.000088,0.000098,0.000111,0.000094,0.00013,0.000098,0.000114,0.000176,0.000163,0.000182,0.000179,0.000124,0.000176,0.000133,0.000189,0.000124,0.000124,0.000133,0.00012,0.000098,0.000065,0.000078,0.000101,0.000114,0.000101,0.000085,0.000088,0.000059,0.000088,0.000059,0.000072,0.000059,0.000065,0.000081,0.000085,0.000104,0.000081,0.000091,0.000166,0.000303,0.000446,0.000436,0.00043,0.000443,0.000524,0.003376,0.014303,0.013385,0.013216,0.015078,0.0225,0.018464,0.008193,0.007985,0,0.005638,0.00252,0.002357,0.00179,0.000215,0.000169,0.000075,0.000075,0.000033,0.000052,0.000039,0.00001,0.000023,0.000072,0.00013,0,0.38903,0,0,0,0,false
0.000101,0.000264,0.000273,0.000251,0.000228,0.000127,0.000173,0.000221,0.000365,0.000872,0.001087,0.00126,0.001556,0.002399,0.00276,0.003802,0.004193,0.004352,0.004733,0.004447,0.004896,0.004596,0.005003,0.005225,0.005977,0.005449,0.005407,0.005837,0.006152,0.006068,0.005612,0.005843,0.005833,0.006374,0.006598,0.006436,0.00722,0.007061,0.00748,0.007923,0.00887,0.009655,0.010085,0.009954,0.00748,0.00682,0.007214,0.006995,0.007529,0.007985,0.008089,0.009352,0.010771,0.011702,0.011182,0.011165,0.010651,0.009473,0.008929,0.003408,0.003125,0.003203,0.002793,0.002074,0.001276,0.000244,0.000173,0,0.000059,0.000033,0.00002,0.000023,0.00002,0.000023,0.000036,0.000068,0.000036,0.000046,0.000049,0.000026,0.000094,0.000039,0.000186,0,0.692545,0,0,0,0,false
0.004417,0.012813,0.006709,0.006077,0.007975,0.004831,0.004665,0.003529,0.003109,0.002132,0.001676,0.001589,0.001357,0.001361,0.001393,0.001305,0.001234,0.001185,0.001315,0.001354,0.001439,0.001468,0.001813,0.001836,0.0021,0.001891,0.002204,0.002422,0.002754,0.002842,0.003148,0.003613,0.004027,0.004876,0.005065,0.005221,0.005208,0.00527,0.005469,0.005316,0.005384,0.005758,0.005651,0.005827,0.006009,0.005534,0.005768,0.005863,0.005342,0.005869,0.006188,0.006917,0.00707,0.006787,0.006982,0.007471,0.007985,0.008929,0.006087,0.004736,0.004294,0.004473,0.004404,0.004349,0.003639,0.003076,0.002484,0,0.001429,0.000866,0.000895,0.001009,0.001064,0.001283,0.001895,0.001214,0.000706,0.000592,0.000472,0.000495,0.000479,0.000459,0.001911,0.011996,0.049101,0.134585,0.620567,0.000037,0.001417,true
0.386185,0,0,0,0,0,0,0,0,0,0,0,0.155501,0,0,0,0,0,0.075052,0,0,0,0,0,0,0,0,0,0.018298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000016,0,0,0,0,0,0,0,0,0,0,0,0,0.000003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000003,0.013623,0.674994,0,0,0,0,false
0.022513,0.073428,0.027396,0.009678,0.008828,0.002282,0.002305,0.002207,0.002751,0.003363,0,0.002816,0.002995,0.003415,0.004082,0.004414,0.004538,0.005319,0.006087,0.006175,0.006676,0.006875,0.007523,0.00721,0.008083,0.008613,0.008607,0.010465,0.00984,0.009583,0.007982,0.006781,0.007002,0.005986,0.00527,0.004808,0.004785,0.004665,0.004215,0.003636,0.003473,0.003311,0.003151,0.003226,0.003083,0.002673,0,0.002054,0.001657,0.001963,0.002259,0.00485,0.004665,0.004769,0.00445,0.004863,0.004515,0.005283,0.004964,0.002158,0.001868,0.001989,0.001891,0.001898,0.001582,0.001501,0.001598,0.00152,0.001432,0.001253,0.001188,0.001025,0.00153,0.001732,0.00166,0.003802,0.004811,0.003379,0.001823,0.000225,0.000039,0.000013,0.000007,0.063506,0.42884,0,0.091759,0.000375,0,false
0.000179,0.000355,0.000856,0.001829,0.004108,0.004482,0.003496,0.003678,0.003724,0.008421,0.010423,0.011966,0.015173,0.018376,0.016523,0.014121,0.013939,0.011035,0.00849,0.005192,0.005085,0.004561,0.003903,0.003874,0.004124,0.003958,0.004417,0.006715,0.009723,0.011904,0.011117,0.011361,0.009443,0.006784,0.00585,0.005039,0.004124,0.003174,0.002393,0.001719,0.00138,0.000726,0.000671,0.000501,0.000352,0.000293,0.000277,0.000329,0.000361,0.000342,0.000296,0.000313,0.000254,0.000387,0.000472,0.000433,0.000488,0.000521,0.001292,0.001784,0.002096,0.00237,0.003317,0.004209,0.004821,0.005534,0.005417,0,0.00487,0.004557,0.004714,0.004632,0.003402,0.00332,0.003138,0.003079,0.00248,0.002334,0.002171,0.001908,0.001963,0.002367,0.060189,0,0.265755,0.202621,0.037155,0.015339,0.032101,false
0.000277,0.000664,0.000785,0.000713,0.000736,0.001146,0.001406,0.001305,0.001654,0.001908,0.001898,0.001901,0.002311,0.004248,0.004827,0.008092,0.009268,0.009085,0.009245,0.007171,0.006536,0.005882,0.00487,0.004398,0.005062,0.004899,0.005531,0.006032,0.007708,0.007995,0.008424,0.010501,0.007874,0.006266,0.006286,0.006198,0.005986,0.005957,0.006162,0.006605,0.008193,0.007738,0.008151,0.00929,0.018151,0.017757,0.020456,0.016618,0.009154,0.007493,0.007604,0.007386,0.00724,0.006872,0.007204,0.007256,0.008148,0.00818,0.001071,0.00123,0.000957,0.000719,0.001094,0.000749,0.000651,0.000651,0.000605,0,0.000472,0.000352,0.000329,0.00029,0.000156,0.000176,0.00013,0.000091,0.000153,0.000176,0.000176,0.000313,0.000482,0.004124,0.01472,0,0.288197,0.174713,0.043619,0.017296,0.010985,false
0.00085,0.008854,0.00444,0.001501,0.000794,0.000501,0.000628,0.000775,0.001032,0.001849,0.002272,0.00248,0.002949,0.00543,0.005605,0.008604,0.007435,0.006712,0.006224,0.005036,0.003997,0.003672,0.003545,0.003656,0.003031,0.00276,0.00265,0.002533,0.002839,0.003213,0.002962,0.003665,0.004147,0.012282,0.012487,0.016891,0.020039,0.016553,0.01292,0.014609,0.015462,0.012438,0.013011,0.014987,0.015387,0.015895,0.01696,0.017767,0.018258,0.017559,0.01819,0.014352,0.009609,0.008613,0.008607,0.007985,0.007503,0.008096,0.001598,0.001136,0.001061,0.000876,0.000824,0.000635,0.000465,0.000208,0.000234,0,0.000186,0.000153,0.000124,0.000114,0.000146,0.00015,0.00016,0.000182,0.000146,0.000186,0.000182,0.000439,0.000651,0.005957,0.010273,0,0.271366,0.160561,0.05012,0.019662,0.004423,false
0.000111,0.000573,0.002464,0.009196,0.010208,0.036305,0.040433,0.027757,0.025612,0.014456,0.012178,0.011289,0.011576,0.010254,0.008538,0.007975,0.008034,0.007243,0.006139,0.008672,0.008952,0.008538,0.008861,0.010169,0.00474,0.003942,0.002673,0.001292,0.001029,0.00099,0.000726,0.000827,0.000758,0.000706,0.000664,0.000648,0.000726,0.000697,0.000794,0.000941,0.000814,0.00097,0.001315,0.001501,0.002168,0.002061,0.002048,0.00221,0.002367,0.002344,0.002155,0.001312,0.001309,0.001302,0.001217,0.000967,0.000824,0.000609,0.000749,0.001035,0.001257,0.00125,0.001051,0.001283,0.001458,0.001517,0.001462,0.001712,0.001745,0.00166,0.001742,0.00166,0.00166,0.001715,0.001829,0.001396,0.001517,0.001413,0.001592,0.001592,0.001351,0.001937,0.200133,0,0,0.210407,0.017937,0.041438,0.050406,false
0.000697,0,0.001842,0.001439,0,0,0.000514,0,0.000752,0.000872,0,0.000798,0.000859,0.000677,0,0,0.00027,0.000339,0,0,0.000534,0.000736,0,0.001126,0.001634,0,0.002184,0,0.003031,0,0,0.005231,0.005837,0.008581,0,0.007917,0.007399,0,0.008532,0.008812,0.010199,0.009453,0.008831,0.010592,0.01251,0,0.011019,0.010615,0.011725,0.01264,0,0.0114,0,0,0.011549,0,0.012031,0.011237,0.002386,0.000752,0.000654,0.000628,0.000791,0,0.001654,0,0.005508,0,0.012028,0.014678,0.015365,0,0.015553,0,0.016104,0,0.009788,0,0.002028,0.000101,0.000013,0,0.000003,0.637159,0.362841,0,0,0,0,false
0.1036,0.057858,0.032347,0.026657,0.03042,0.026182,0.024746,0.022624,0.015719,0.011755,0.009251,0.007354,0.006517,0.005876,0.005387,0.004818,0.005205,0.005537,0.005732,0.007282,0.007884,0.008626,0.008701,0.008926,0.009701,0.009512,0.009606,0.010898,0.010661,0.011012,0.009785,0.009495,0.006338,0.004548,0.004411,0.004668,0.004004,0.003708,0.003753,0.004118,0.003864,0.003665,0.003392,0.003239,0.002673,0.002467,0.002806,0.003066,0.002275,0.001852,0.001589,0.001305,0.001123,0.000736,0.00083,0.000794,0.00085,0.000745,0.000758,0.00071,0.000596,0.000505,0.000527,0.000511,0.000605,0.000632,0.000775,0,0.000501,0.000537,0.00054,0.000456,0.000589,0.000638,0.000524,0.000296,0.000299,0.000273,0.000273,0.000173,0.000133,0.000199,0.004417,0.105736,0.170428,0.141299,0.000714,0.000607,0.007708,false
0.000013,0.000091,0.00016,0.000192,0.000234,0,0.000234,0.000234,0.000117,0.000127,0.000137,0.000182,0.000313,0,0.000618,0.00124,0.001429,0.001514,0.001702,0.005273,0.007354,0.009622,0.013193,0.015596,0.018255,0.018255,0.01262,0.00695,0.00571,0,0.005485,0.005264,0.004938,0.00515,0.005342,0,0.006012,0.006117,0.006514,0.006351,0.006644,0.007093,0.007376,0.007878,0.007695,0.006712,0.005563,0.005169,0.00363,0.003193,0,0.003353,0.003363,0.003099,0.003203,0.003089,0.003001,0.003431,0.002171,0.005667,0.0057,0.005811,0.006289,0.008906,0.009408,0.00599,0.005843,0.00486,0.004658,0.003268,0.0029,0.002689,0.001781,0.001621,0.001478,0.001042,0.00082,0.000641,0.00027,0.000007,0,0,0.000003,0.344624,0.655376,0,0,0,0,false
0.000013,0.00001,0.000026,0.000055,0.000114,0.000143,0.000234,0.000244,0.000137,0.00012,0.00015,0.000156,0.000133,0.000156,0.000192,0.000329,0.000303,0.000358,0.000299,0.0004,0.000345,0.00054,0.000671,0.000495,0,0.000514,0.00056,0.000446,0.000544,0.000518,0.000479,0.000505,0.000625,0.000785,0.00082,0.000944,0.001061,0.000977,0.0011,0.001243,0.00126,0.001393,0.001315,0.001888,0.004834,0.005176,0.006387,0.006742,0.00584,0.004756,0.004756,0.004336,0.002917,0.00237,0.002253,0.001927,0.001888,0.001768,0.001901,0.009548,0.007191,0.006165,0.003232,0.002051,0.002132,0.003656,0.003535,0,0.005326,0.00751,0.00819,0.008464,0.013125,0.014557,0.015065,0.013398,0.016475,0.01348,0.010983,0.003154,0.00026,0.000085,0.000016,0.569716,0.430284,0,0,0,0,false
0.000026,0.000114,0.000117,0.000137,0.00016,0.000352,0.000299,0.000413,0.000661,0.000768,0,0.000856,0.000752,0.000876,0.001055,0.001676,0.001953,0.002223,0.0025,0.00332,0.003701,0.003363,0.00291,0.002562,0.001243,0.001077,0.000856,0.000817,0.000693,0.000674,0.000592,0.000602,0.000749,0.000895,0.001123,0.001348,0.001481,0.0018,0.002103,0.00291,0.003132,0.004245,0.004355,0.005273,0.017493,0.019925,0,0.020436,0.019736,0.022093,0.024854,0.023262,0.033464,0.028747,0.023773,0.016494,0.016816,0.018473,0.001143,0.000586,0.000596,0.000609,0.001393,0.002279,0.000553,0.000381,0.000251,0.000518,0.000465,0.000602,0.000469,0.00056,0.000264,0.000195,0.000127,0.000199,0.000182,0.000085,0.000101,0.000016,0.000023,0.000049,0.000524,0.033634,0.238174,0.000103,0.002388,0.002651,0.007165,false
0.000016,0.00014,0.000329,0.000736,0.000824,0.00181,0.002419,0.003031,0.002731,0.002533,0.002008,0.00182,0.001989,0.002282,0.002184,0.002611,0.00265,0.003236,0.003164,0.004102,0.005016,0.004336,0.004092,0.003503,0.003366,0.002936,0.002503,0.002516,0.002399,0.002217,0.001956,0.001839,0.001719,0.001859,0.002103,0.002148,0.002262,0.002269,0.002344,0.002757,0.003512,0.00373,0.004163,0.004046,0.00654,0.006354,0.007301,0.008105,0.00945,0.010277,0.010723,0.011003,0.012604,0.008187,0.00765,0.007272,0.006556,0.008519,0.007171,0.005133,0.00471,0.004378,0.003939,0.003128,0.002637,0.001852,0.001859,0,0.001224,0.001149,0.001185,0.001019,0.001139,0.00096,0.000781,0.000977,0.00084,0.00082,0.000859,0.000765,0.000824,0.001982,0.008923,0,0.182681,0.092923,0.072423,0.015385,0.000787,false
0.003792,0.002816,0.001136,0.001045,0.000938,0.001211,0.001608,0.002347,0.002402,0.002952,0.002907,0.003418,0.003581,0.007113,0.008268,0.010703,0.014889,0.016208,0.018688,0.020277,0.021344,0.025016,0.031367,0.029339,0.047666,0.045173,0.03901,0.029906,0.021104,0.017038,0.010501,0.01001,0.007357,0.006683,0.006296,0.006045,0.006038,0.00488,0.004372,0.003965,0.003206,0.002246,0.00195,0.002028,0.002458,0.002201,0.002184,0.001895,0.001986,0.001937,0.001989,0.001748,0.001585,0.00126,0.001286,0.001383,0.001224,0.000885,0.000697,0.000433,0.000355,0.000365,0.00028,0.000368,0.000225,0.000052,0.000023,0,0.000036,0.000039,0.000026,0.000049,0.000052,0.000013,0.000016,0.000026,0.00002,0.000036,0.000042,0.000143,0.000088,0.000036,0.002757,0.616354,0.260668,0.001446,0.006123,0.014258,0,false
0.000003,0.000016,0.000007,0.000003,0.00001,0,0.000033,0.000052,0.000055,0.000078,0.000111,0.00013,0.000153,0,0.000156,0.000309,0.000352,0.000286,0.000352,0.000374,0.000426,0.000462,0.000433,0.000433,0.000511,0.000544,0.000667,0.000638,0.000755,0,0.000762,0.00082,0.001097,0.001755,0.00194,0,0.002311,0.002757,0.003626,0.004137,0.004189,0.00457,0.004756,0.005212,0.006178,0.007064,0.007591,0.007318,0.007572,0.006621,0,0.005667,0.005283,0.004948,0.004801,0.004779,0.003626,0.002191,0.000596,0.002018,0.004115,0.005153,0.009811,0.016976,0.015462,0.002673,0.002594,0.003594,0.007871,0.009704,0.009912,0.011458,0.009544,0.007747,0.006097,0.003564,0.00167,0.001139,0.000599,0.000153,0.000137,0.000212,0.008206,0.189849,0.810151,0,0,0,0,false
